Date,Unhedged CHF,USD-hedged CHF,Basket-hedged CHF
2012-02-29,0.04270208820118282,0.06463813780276562,0.06254411684491755
2012-03-31,0.012269805178414916,-0.0005721801509939173,0.004002668871058165
2012-04-30,0.0058867314022577055,0.003792422954219443,0.0007188569302704813
2012-05-31,-0.021225286125062914,-0.08551655175451944,-0.07761109560526892
2012-06-30,0.016137345650098833,0.021714881352036697,0.022103698001172553
2012-07-31,0.04866939017807348,0.033006768298125655,0.030993056297319306
2012-08-31,0.0002932190855045036,0.020715924155315424,0.017459245539646603
2012-09-30,0.02014811424051799,0.04450848691427223,0.03652092685510773
2012-10-31,-0.02764918742341127,-0.022679495869478483,-0.020570079132100596
2012-11-30,0.012287053157146621,0.01694130067683486,0.018018695638256046
2012-12-31,0.0037965393010666038,0.020302940326456298,0.01974483468132694
2013-01-31,0.04521483785988689,0.046832433527387085,0.04861036731710073
2013-02-28,0.02563933052808154,0.006088051011291951,0.01269677409372291
2013-03-31,0.0490665141562161,0.02093080188370866,0.02708749066261395
2013-04-30,0.00891268097926301,0.026786185186449485,0.02411733003350818
2013-05-31,0.04414197574343626,0.025754039770634396,0.031309182026058535
2013-06-30,-0.05221936297200114,-0.04358168148873809,-0.043138824362878685
2013-07-31,0.041071579640030054,0.057951877662711926,0.05382896653313553
2013-08-31,-0.015090267442648075,-0.017071706837096357,-0.016467226435191076
2013-09-30,0.02663369692519879,0.05601501802951603,0.04797293351143586
2013-10-31,0.019810214168329843,0.025204013655621305,0.02305701648765606
2013-11-30,0.026779668091685638,0.020174515729659337,0.024620546160608058
2013-12-31,-0.005127776899073622,0.015618877480887416,0.014253932665829045
2014-01-31,-0.024623418507121575,-0.041326732679506484,-0.039638018667447955
2014-02-28,0.03630354614548503,0.05261516645178954,0.04963839882271366
2014-03-31,0.0018294471855864192,0.003315004524705678,0.0025335251048396994
2014-04-30,-0.010214805625460843,-0.006387356196154936,-0.008319698254347339
2014-05-31,0.048975364364838736,0.03158711993649077,0.03399956295079799
2014-06-30,0.00518306598208973,0.01275633537600962,0.010327576647451316
2014-07-31,0.0030911692693631476,-0.01665229993477113,-0.012385461372569434
2014-08-31,0.034902012586351505,0.02751743321282718,0.03071167229868909
2014-09-30,0.005794532452470635,-0.0323372283241905,-0.021545128890673945
2014-10-31,0.014061013451303506,0.008335740369911582,0.01103022933112069
2014-11-30,0.02701145449072273,0.017707218635583555,0.02482056689575338
2014-12-31,0.011971969167895002,-0.012700206569322803,-0.007034898411322
2015-01-31,-0.09011603409821722,-0.025791561059173018,-0.017518448663924567
2015-02-28,0.10164796728103886,0.06594955663161262,0.07065000487520273
2015-03-31,0.0009173981854866398,-0.015175839067174235,-0.00885697855836801
2015-04-30,-0.010641581394957078,0.01698224291932715,0.009004546143177423
2015-05-31,0.007163051522603769,0.0034425817627887767,0.009095582560755511
2015-06-30,-0.04475810395696378,-0.02792673268446666,-0.0333929754560832
2015-07-31,0.0733142040549688,0.025460744926268042,0.035833610875278116
2015-08-31,-0.07266874922764821,-0.06650012533825811,-0.06918904461548141
2015-09-30,-0.025599091859011325,-0.03633735426813878,-0.03561862944926835
