Price,Close,High,Low,Open,Volume
Ticker,CNYCHF=X,CNYCHF=X,CNYCHF=X,CNYCHF=X,CNYCHF=X
Date,,,,,
2020-06-26,0.1339070051908493,0.13456499576568604,0.13370999693870544,0.1339150071144104,0
2020-06-29,0.1339379996061325,0.13454100489616394,0.13332599401474,0.13396599888801575,0
2020-06-30,0.13427099585533142,0.13480499386787415,0.133883997797966,0.13429999351501465,0
2020-07-01,0.133992999792099,0.13435900211334229,0.13357600569725037,0.13403500616550446,0
2020-07-02,0.13371199369430542,0.1343650072813034,0.13339699804782867,0.13370999693870544,0
2020-07-03,0.13380199670791626,0.13401299715042114,0.13351300358772278,0.13379600644111633,0
2020-07-06,0.1336909979581833,0.13422399759292603,0.13351500034332275,0.1336890012025833,0
2020-07-07,0.1341799944639206,0.1345440000295639,0.13355299830436707,0.13418300449848175,0
2020-07-08,0.13428600132465363,0.13444499671459198,0.13388599455356598,0.13431699573993683,0
2020-07-09,0.13394400477409363,0.1345680058002472,0.13382600247859955,0.13394400477409363,0
2020-07-10,0.1344289928674698,0.13465100526809692,0.13410699367523193,0.13441899418830872,0
2020-07-13,0.13465799391269684,0.1348470002412796,0.1341630071401596,0.13464100658893585,0
2020-07-14,0.1345289945602417,0.1348319947719574,0.13373999297618866,0.13452599942684174,0
2020-07-15,0.13407699763774872,0.13513900339603424,0.13395899534225464,0.1340789943933487,0
2020-07-16,0.13504399359226227,0.13531599938869476,0.13461600244045258,0.13506099581718445,0
2020-07-17,0.1352739930152893,0.13531699776649475,0.13418099284172058,0.13525299727916718,0
2020-07-20,0.13435299694538116,0.13460500538349152,0.13401800394058228,0.1343429982662201,0
2020-07-21,0.1344279944896698,0.13447199761867523,0.1337909996509552,0.13441599905490875,0
2020-07-22,0.13349199295043945,0.13380500674247742,0.13263599574565887,0.13349099457263947,0
2020-07-23,0.13276700675487518,0.1333169937133789,0.13202500343322754,0.13277600705623627,0
2020-07-24,0.1320900022983551,0.13231399655342102,0.13134199380874634,0.1320679932832718,0
2020-07-27,0.13120700418949127,0.13180600106716156,0.130964994430542,0.131182000041008,0
2020-07-28,0.1314689964056015,0.13183200359344482,0.1307470053434372,0.13144899904727936,0
2020-07-29,0.1310809999704361,0.1312599927186966,0.13047699630260468,0.13110099732875824,0
2020-07-30,0.1302659958600998,0.130840003490448,0.13005200028419495,0.13028199970722198,0
2020-07-31,0.1296370029449463,0.13081100583076477,0.1294270008802414,0.1296440064907074,0
2020-08-03,0.13087700307369232,0.13235099613666534,0.1306699961423874,0.1306699961423874,0
2020-08-04,0.13145999610424042,0.13159599900245667,0.13088899850845337,0.1314619928598404,0
2020-08-05,0.13092699646949768,0.13129200041294098,0.1304740011692047,0.13091999292373657,0
2020-08-06,0.13088199496269226,0.13132800161838531,0.13054099678993225,0.1308870017528534,0
2020-08-07,0.1308699995279312,0.13163700699806213,0.13076899945735931,0.13085299730300903,0
2020-08-10,0.13090699911117554,0.13183000683784485,0.13090300559997559,0.13090699911117554,0
2020-08-11,0.1314450055360794,0.13194400072097778,0.13069699704647064,0.1314529925584793,0
2020-08-12,0.1320209950208664,0.1323460042476654,0.1311269998550415,0.13202600181102753,0
2020-08-13,0.1314390003681183,0.13144099712371826,0.13077500462532043,0.13144099712371826,0
2020-08-14,0.1309400051832199,0.13118000328540802,0.1306450068950653,0.1309259980916977,0
2020-08-17,0.13084100186824799,0.13102999329566956,0.13049200177192688,0.13083699345588684,0
2020-08-18,0.13074299693107605,0.1310030072927475,0.13032099604606628,0.13074900209903717,0
2020-08-19,0.13041099905967712,0.13169099390506744,0.13032400608062744,0.13042299449443817,0
2020-08-20,0.13211199641227722,0.13236099481582642,0.13128599524497986,0.13211199641227722,0
2020-08-21,0.13118499517440796,0.13197000324726105,0.1310950070619583,0.13117800652980804,0
2020-08-24,0.13180199265480042,0.1319669932126999,0.1312370002269745,0.13179099559783936,0
2020-08-25,0.13177800178527832,0.13197900354862213,0.13127799332141876,0.13176700472831726,0
2020-08-26,0.13128599524497986,0.13226699829101562,0.13124999403953552,0.13124999403953552,0
2020-08-27,0.13178400695323944,0.13243000209331512,0.13168799877166748,0.13176900148391724,0
2020-08-28,0.13183900713920593,0.13211899995803833,0.1310890018939972,0.13188199698925018,0
2020-08-31,0.13175199925899506,0.13216400146484375,0.1310890018939972,0.13173499703407288,0
2020-09-01,0.13194799423217773,0.1332940012216568,0.13186399638652802,0.13198800384998322,0
2020-09-02,0.1331620067358017,0.13380299508571625,0.1331319957971573,0.1331540048122406,0
2020-09-03,0.133200004696846,0.133651003241539,0.13282200694084167,0.13320699334144592,0
2020-09-04,0.1328900009393692,0.13384899497032166,0.1327430009841919,0.13291700184345245,0
2020-09-07,0.13344299793243408,0.13406099379062653,0.13342000544071198,0.13346900045871735,0
2020-09-08,0.13418400287628174,0.1344739943742752,0.13381199538707733,0.13417300581932068,0
2020-09-09,0.13410599529743195,0.13427899777889252,0.13350200653076172,0.13411299884319305,0
2020-09-10,0.1334729939699173,0.13391199707984924,0.13249699771404266,0.13346199691295624,0
2020-09-11,0.1331859976053238,0.1332560032606125,0.1328269988298416,0.1331699937582016,0
2020-09-14,0.13292300701141357,0.13320200145244598,0.13262200355529785,0.13292700052261353,0
2020-09-15,0.1333789974451065,0.13402800261974335,0.13331399857997894,0.13335099816322327,0
2020-09-16,0.13396699726581573,0.13449500501155853,0.13353900611400604,0.13396799564361572,0
2020-09-17,0.13474500179290771,0.13502100110054016,0.13434700667858124,0.1347389966249466,0
2020-09-18,0.13419899344444275,0.13461999595165253,0.13409799337387085,0.13420900702476501,0
2020-09-21,0.134661003947258,0.13516700267791748,0.13428400456905365,0.13465599715709686,0
2020-09-22,0.1344899982213974,0.13573099672794342,0.13441799581050873,0.13446399569511414,0
2020-09-23,0.13568900525569916,0.13595199584960938,0.13531599938869476,0.13569200038909912,0
2020-09-24,0.1356779932975769,0.1361140012741089,0.13521499931812286,0.1357080042362213,0
2020-09-25,0.13584500551223755,0.13620099425315857,0.13566899299621582,0.13584600389003754,0
2020-09-28,0.1360519975423813,0.13632400333881378,0.13561199605464935,0.1360580027103424,0
2020-09-29,0.13561700284481049,0.13570299744606018,0.1349249929189682,0.13562700152397156,0
2020-09-30,0.13485799729824066,0.13575300574302673,0.13485300540924072,0.13486899435520172,0
2020-10-01,0.13558299839496613,0.1356939971446991,0.13480399549007416,0.13557399809360504,0
2020-10-02,0.13531899452209473,0.13575400412082672,0.13490499556064606,0.1353120058774948,0
2020-10-05,0.13523000478744507,0.13533300161361694,0.13455000519752502,0.1352429986000061,0
2020-10-06,0.1347610056400299,0.13481399416923523,0.13432200253009796,0.13474899530410767,0
2020-10-07,0.1351490020751953,0.1352670043706894,0.13465599715709686,0.13516099750995636,0
2020-10-08,0.13471999764442444,0.13547900319099426,0.13468100130558014,0.13472500443458557,0
2020-10-09,0.13504700362682343,0.13646599650382996,0.13457700610160828,0.13504399359226227,0
2020-10-12,0.13587799668312073,0.13594500720500946,0.13468900322914124,0.13587099313735962,0
