Price,Close,High,Low,Open,Volume
Ticker,NZDCHF=X,NZDCHF=X,NZDCHF=X,NZDCHF=X,NZDCHF=X
Date,,,,,
2020-06-29,0.6078000068664551,0.6100900173187256,0.6068999767303467,0.608299970626831,0
2020-06-30,0.6111099720001221,0.6114299893379211,0.6075000166893005,0.61080002784729,0
2020-07-01,0.6105309724807739,0.6137599945068359,0.6093000173568726,0.6105999946594238,0
2020-07-02,0.6126099824905396,0.6166800260543823,0.6119999885559082,0.6126899719238281,0
2020-07-03,0.6153200268745422,0.6178500056266785,0.614799976348877,0.615339994430542,0
2020-07-06,0.6176499724388123,0.6187400221824646,0.6137999892234802,0.617579996585846,0
2020-07-07,0.6175699830055237,0.6192100048065186,0.6151999831199646,0.6175100207328796,0
2020-07-08,0.6170600056648254,0.6180999875068665,0.6140000224113464,0.6169899702072144,0
2020-07-09,0.6164000034332275,0.6189500093460083,0.6152999997138977,0.6165900230407715,0
2020-07-10,0.6172000169754028,0.6193100214004517,0.6158000230789185,0.6176999807357788,0
2020-07-13,0.6180599927902222,0.6204599738121033,0.616599977016449,0.6180099844932556,0
2020-07-14,0.6155999898910522,0.6159200072288513,0.6111999750137329,0.615369975566864,0
2020-07-15,0.6145600080490112,0.6208699941635132,0.6140000224113464,0.6146699786186218,0
2020-07-16,0.6201000213623047,0.6205400228500366,0.6175000071525574,0.6201500296592712,0
2020-07-17,0.617900013923645,0.6189200282096863,0.6136000156402588,0.6182900071144104,0
2020-07-20,0.6155800223350525,0.6172599792480469,0.6141999959945679,0.6157299876213074,0
2020-07-21,0.6176999807357788,0.6219300031661987,0.6151999831199646,0.6176000237464905,0
2020-07-22,0.6196699738502502,0.6225550174713135,0.6186000108718872,0.6198099851608276,0
2020-07-23,0.6182000041007996,0.6209499835968018,0.6140000224113464,0.6188499927520752,0
2020-07-24,0.6138299703598022,0.6147500276565552,0.6108999848365784,0.6137300133705139,0
2020-07-27,0.6118199825286865,0.616129994392395,0.611299991607666,0.6117600202560425,0
2020-07-28,0.6148200035095215,0.6164299845695496,0.6087999939918518,0.6144000291824341,0
2020-07-29,0.6108999848365784,0.6120799779891968,0.6072999835014343,0.61080002784729,0
2020-07-30,0.6068000197410583,0.608269989490509,0.6039000153541565,0.60725998878479,0
2020-07-31,0.6082000136375427,0.6087200045585632,0.6046000123023987,0.6084100008010864,0
2020-08-03,0.6057000160217285,0.6095100045204163,0.605400025844574,0.6060000061988831,0
2020-08-04,0.6068699955940247,0.6077700257301331,0.6029000282287598,0.6065000295639038,0
2020-08-05,0.6063399910926819,0.6068999767303467,0.6026999950408936,0.6063699722290039,0
2020-08-06,0.6034799814224243,0.6069599986076355,0.6018499732017517,0.6035000085830688,0
2020-08-07,0.6079999804496765,0.6091700196266174,0.6029999852180481,0.607699990272522,0
2020-08-10,0.6022700071334839,0.605180025100708,0.6014000177383423,0.6022599935531616,0
2020-08-11,0.6034799814224243,0.606220006942749,0.6011000275611877,0.6034299731254578,0
2020-08-12,0.6021000146865845,0.6031699776649475,0.5968999862670898,0.6024699807167053,0
2020-08-13,0.5994799733161926,0.600629985332489,0.5958999991416931,0.5997200012207031,0
2020-08-14,0.5954200029373169,0.5964499711990356,0.5935999751091003,0.5953699946403503,0
2020-08-17,0.5944700241088867,0.5951700210571289,0.5913000106811523,0.594569981098175,0
2020-08-18,0.5940200090408325,0.5951799750328064,0.5910999774932861,0.5939499735832214,0
2020-08-19,0.5965700149536133,0.6025999784469604,0.59579998254776,0.5964599847793579,0
2020-08-20,0.6001420021057129,0.6008239984512329,0.5900999903678894,0.6000199913978577,0
2020-08-21,0.5931800007820129,0.5964800119400024,0.59170001745224,0.5931500196456909,0
2020-08-24,0.5961300134658813,0.5968700051307678,0.5935999751091003,0.5960500240325928,0
2020-08-25,0.5950400233268738,0.5958499908447266,0.592199981212616,0.5951700210571289,0
2020-08-26,0.5948200225830078,0.5997499823570251,0.5940999984741211,0.5948699712753296,0
2020-08-27,0.6015599966049194,0.6042600274085999,0.6003000140190125,0.6016299724578857,0
2020-08-28,0.603600025177002,0.6094599962234497,0.6022999882698059,0.6040400266647339,0
